A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
-0.701988,-0.823622,2.014708,-560.000000,-140.000000,0.000000
-0.703696,-0.802516,2.004338,-560.000000,0.000000,0.000000
-0.693082,-0.797392,1.989576,-560.000000,140.000000,0.000000
-0.675026,-0.799344,1.972496,-560.000000,280.000000,0.000000
-0.656848,-0.795318,1.957612,-560.000000,140.000000,0.000000
-0.641110,-0.783728,1.940898,-700.000000,-140.000000,0.000000
-0.624640,-0.779702,1.925648,-980.000000,-280.000000,-140.000000
-0.622688,-0.768234,1.912472,-1120.000000,-140.000000,-280.000000
-0.625982,-0.757864,1.901858,-1120.000000,140.000000,-140.000000
-0.631960,-0.754570,1.864038,-980.000000,420.000000,140.000000
-0.625372,-0.765672,1.816702,-700.000000,420.000000,420.000000
-0.620004,-0.767258,1.773758,-560.000000,140.000000,280.000000
-0.618784,-0.763110,1.753872,-560.000000,-140.000000,280.000000
-0.623542,-0.742980,1.746186,-700.000000,-140.000000,140.000000
-0.625006,-0.717116,1.735694,-840.000000,0.000000,0.000000
-0.619028,-0.684298,1.707634,-840.000000,140.000000,0.000000
-0.620736,-0.644892,1.679452,-700.000000,280.000000,-140.000000
-0.632936,-0.598776,1.651392,-420.000000,420.000000,-280.000000
-0.646356,-0.555222,1.623454,-280.000000,420.000000,-280.000000
-0.659410,-0.515938,1.592588,-280.000000,560.000000,-280.000000
-0.672708,-0.481046,1.560746,-560.000000,420.000000,-280.000000
-0.694790,-0.428586,1.554646,-840.000000,280.000000,-140.000000
-0.712358,-0.386130,1.528660,-980.000000,140.000000,-140.000000
-0.686250,-0.420046,1.410198,-980.000000,0.000000,0.000000
-0.685274,-0.431636,1.320406,-840.000000,0.000000,0.000000
-0.710772,-0.407968,1.274168,-560.000000,140.000000,140.000000
-0.747982,-0.375272,1.240496,-420.000000,140.000000,140.000000
-0.785070,-0.344284,1.206946,-420.000000,140.000000,0.000000
-0.825818,-0.306952,1.176568,-700.000000,140.000000,-280.000000
-0.860954,-0.270108,1.142408,-840.000000,140.000000,-420.000000
-0.887306,-0.242536,1.102270,-840.000000,280.000000,-420.000000
-0.901946,-0.223870,1.060668,-560.000000,420.000000,-280.000000
-0.922564,-0.200324,1.020652,-420.000000,420.000000,-140.000000
-0.949526,-0.162016,0.988810,-560.000000,280.000000,0.000000
-0.978928,-0.120536,0.956602,-700.000000,0.000000,280.000000
-0.993446,-0.085278,0.911706,-840.000000,-140.000000,420.000000
-0.988688,-0.063684,0.863638,-700.000000,-140.000000,560.000000
-0.990030,-0.040870,0.818620,-560.000000,0.000000,420.000000
-0.994788,-0.019276,0.782508,-420.000000,140.000000,280.000000
-1.023946,0.022692,0.752740,-560.000000,280.000000,140.000000
-1.045052,0.050874,0.706746,-700.000000,280.000000,140.000000
-1.035658,0.057828,0.684786,-560.000000,0.000000,140.000000
-1.033096,0.076128,0.629764,-420.000000,0.000000,140.000000
-1.044320,0.104676,0.574620,-420.000000,0.000000,140.000000
-1.040294,0.122000,0.535946,-280.000000,0.000000,280.000000
-1.059204,0.147254,0.487634,-140.000000,0.000000,140.000000
-1.071770,0.171776,0.443226,-140.000000,0.000000,140.000000
-1.065914,0.191052,0.394670,-140.000000,0.000000,0.000000
-1.055178,0.219234,0.344894,-280.000000,140.000000,0.000000
-1.034072,0.248514,0.308172,-420.000000,280.000000,-140.000000
-1.014796,0.286578,0.330498,-700.000000,420.000000,-140.000000
-0.978684,0.306342,0.315492,-840.000000,420.000000,0.000000
-0.928664,0.314150,0.207522,-700.000000,420.000000,0.000000
-0.851682,0.299632,0.059292,-700.000000,420.000000,0.000000
-0.796904,0.296216,-0.061366,-700.000000,280.000000,-140.000000
-0.791170,0.316102,-0.118096,-840.000000,140.000000,-140.000000
-0.803248,0.356118,-0.124928,-840.000000,140.000000,-140.000000
-0.836676,0.401014,-0.117364,-840.000000,140.000000,0.000000
-0.838140,0.424926,-0.097112,-700.000000,420.000000,0.000000
-0.815936,0.432246,-0.099308,-560.000000,560.000000,0.000000
-0.784826,0.418948,-0.113338,-420.000000,560.000000,0.000000
-0.739564,0.388936,-0.144814,-560.000000,420.000000,0.000000
-0.684420,0.349652,-0.169946,-700.000000,280.000000,0.000000
-0.641476,0.312930,-0.203130,-840.000000,140.000000,-140.000000
-0.613538,0.273280,-0.263520,-840.000000,280.000000,-140.000000
-0.602070,0.240462,-0.323788,-980.000000,280.000000,0.000000
-0.599142,0.215330,-0.385154,-1120.000000,280.000000,140.000000
-0.602070,0.193980,-0.427244,-1260.000000,420.000000,140.000000
-0.593164,0.170800,-0.467992,-1400.000000,420.000000,140.000000
-0.579378,0.154696,-0.491660,-1260.000000,420.000000,0.000000
-0.550708,0.142496,-0.511912,-980.000000,420.000000,-140.000000
-0.525698,0.142740,-0.518988,-700.000000,420.000000,-140.000000
-0.503250,0.156160,-0.520330,-700.000000,560.000000,-280.000000
-0.476166,0.164334,-0.543388,-840.000000,700.000000,-280.000000
-0.437736,0.172386,-0.533506,-980.000000,700.000000,-140.000000
-0.402234,0.171166,-0.532530,-840.000000,560.000000,140.000000
