A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
0.580720,0.123952,0.740784,,,
0.581696,0.124928,0.745176,,,
0.584136,0.126392,0.744688,,,
0.581208,0.118584,0.742736,,,
0.579744,0.119560,0.747616,,,
0.583160,0.123952,0.744200,,,
0.580720,0.116632,0.738344,,,
0.579256,0.118584,0.741760,,,
0.575352,0.119072,0.744200,,,
0.578280,0.111264,0.739320,,,
0.580720,0.109312,0.741760,,,
0.574376,0.109800,0.741272,,,
0.581208,0.105896,0.741272,,,
0.580720,0.108336,0.743712,,,
0.582184,0.109312,0.748104,,,
0.586088,0.103944,0.745176,,,
0.580720,0.102480,0.745176,,,
0.584624,0.100528,0.748104,,,
0.585600,0.100040,0.741760,,,
0.580720,0.096624,0.742736,,,
0.581696,0.093208,0.746640,,,
0.587064,0.094672,0.744200,,,
0.587064,0.091256,0.744200,,,
0.579744,0.091744,0.752496,,,
0.581208,0.088328,0.749568,,,
0.580232,0.090280,0.743712,,,
0.581696,0.088816,0.750056,,,
0.579744,0.083936,0.747616,,,
0.581696,0.080520,0.748592,,,
0.584624,0.078568,0.747128,,,
0.579256,0.077104,0.741272,,,
0.586088,0.070272,0.742248,,,
0.590480,0.073688,0.744688,,,
0.588040,0.070760,0.744200,,,
0.583160,0.066856,0.746152,,,
0.580232,0.064416,0.745664,,,
0.583160,0.060024,0.744200,,,
0.586088,0.056608,0.744200,,,
0.584624,0.054656,0.741760,,,
0.586576,0.056608,0.742248,,,
0.587552,0.053192,0.740784,,,
0.587552,0.048312,0.748104,,,
0.584624,0.051240,0.743712,,,
0.579744,0.050752,0.736880,,,
0.579744,0.050264,0.738832,,,
0.583160,0.048800,0.732976,,,
0.583648,0.042944,0.735416,,,
0.582184,0.038064,0.735904,,,
0.586088,0.038064,0.734928,,,
0.581208,0.039040,0.737856,,,
0.580232,0.035136,0.734440,,,
0.582184,0.030744,0.734928,,,
0.582672,0.032208,0.733952,,,
0.579256,0.029280,0.734928,,,
0.579744,0.025864,0.735904,,,
0.587552,0.021960,0.732000,,,
0.578768,0.020984,0.726632,,,
0.573400,0.024400,0.730536,,,
0.580232,0.019520,0.732488,,,
0.578768,0.014152,0.726144,,,
0.574864,0.014152,0.724680,,,
0.579744,0.011224,0.726144,,,
0.580720,0.010736,0.725168,,,
0.578280,0.006832,0.720288,,,
0.574864,0.002928,0.720776,,,
0.579256,0.006344,0.722240,,,
0.579256,0.005368,0.723216,,,
0.573888,-0.001464,0.720288,,,
0.578280,-0.004880,0.722240,,,
0.574376,-0.005368,0.718336,,,
0.571936,-0.005368,0.716384,,,
0.575352,-0.009272,0.717360,,,
0.573400,-0.013664,0.710528,,,
0.569008,-0.010248,0.711016,,,
0.569984,-0.016592,0.707600,,,
0.572424,-0.018056,0.708088,,,
0.576328,-0.016592,0.709552,,,
0.574376,-0.022936,0.708576,,,
0.568520,-0.023912,0.701744,,,
0.569008,-0.026840,0.708088,,,
0.566568,-0.030744,0.710040,,,
0.567544,-0.029768,0.705648,,,
0.569008,-0.032696,0.709064,,,
0.570472,-0.038552,0.700768,,,
0.569008,-0.036112,0.697840,,,
0.567544,-0.035136,0.698816,,,
0.567544,-0.040016,0.700280,,,
0.570960,-0.045384,0.699792,,,
0.572912,-0.044408,0.696864,,,
0.569496,-0.043920,0.701744,,,
0.574376,-0.049288,0.696376,,,
0.571448,-0.052216,0.692472,,,
0.564128,-0.057096,0.698328,,,
0.563152,-0.060024,0.695888,,,
0.566568,-0.058072,0.692960,,,
0.568032,-0.066368,0.690520,,,
0.563640,-0.067832,0.692960,,,
0.561688,-0.062464,0.692472,,,
0.558760,-0.070760,0.691008,,,
0.559248,-0.068320,0.692960,,,
0.560712,-0.063928,0.692472,,,
0.561688,-0.069296,0.692472,,,
0.562176,-0.077104,0.694424,,,
0.559248,-0.076616,0.690520,,,
0.557296,-0.072712,0.687592,,,
0.558760,-0.082472,0.685640,,,
0.561688,-0.083448,0.688568,,,
0.560224,-0.079056,0.693448,,,
0.562664,-0.082472,0.690520,,,
0.559736,-0.086376,0.689056,,,
0.559736,-0.086376,0.690520,,,
0.553880,-0.088816,0.691984,,,
0.551440,-0.090768,0.691008,,,
0.560224,-0.093696,0.692960,,,
0.553880,-0.096624,0.687592,,,
0.549976,-0.102480,0.687592,,,
0.554856,-0.097600,0.690520,,,
0.557296,-0.095160,0.683688,,,
0.552416,-0.097600,0.689544,,,
0.551440,-0.099064,0.693936,,,
0.551928,-0.103456,0.686616,,,
0.549488,-0.106384,0.687592,,,
