A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
-0.022936,-0.632936,-0.173240,,,
-0.032208,-0.628544,-0.174216,,,
-0.041480,-0.623176,-0.168848,,,
-0.042944,-0.619272,-0.168848,,,
-0.032696,-0.617320,-0.166408,,,
-0.030744,-0.619760,-0.166408,,,
-0.031232,-0.626592,-0.177632,,,
-0.030744,-0.626592,-0.178120,,,
-0.032208,-0.623664,-0.172264,,,
-0.031720,-0.624152,-0.176168,,,
-0.034648,-0.625616,-0.180072,,,
-0.039528,-0.621712,-0.176168,,,
-0.040504,-0.618296,-0.179584,,,
-0.039528,-0.615856,-0.179584,,,
-0.039040,-0.614392,-0.180072,,,
-0.043432,-0.618784,-0.175680,,,
-0.040016,-0.615856,-0.175192,,,
-0.040992,-0.612928,-0.177632,,,
-0.045384,-0.611464,-0.180072,,,
-0.040992,-0.614392,-0.179096,,,
-0.043920,-0.613904,-0.180560,,,
-0.050752,-0.613904,-0.192760,,,
-0.045872,-0.617320,-0.191784,,,
-0.045384,-0.611952,-0.191296,,,
-0.053680,-0.606584,-0.197640,,,
-0.060024,-0.606096,-0.203008,,,
-0.060024,-0.605608,-0.205936,,,
-0.060024,-0.598776,-0.204960,,,
-0.065880,-0.597800,-0.206424,,,
-0.062464,-0.600240,-0.211304,,,
-0.055632,-0.599752,-0.211304,,,
-0.058560,-0.604632,-0.217160,,,
-0.063928,-0.606096,-0.219112,,,
-0.069296,-0.602192,-0.219112,,,
-0.070272,-0.596336,-0.220088,,,
-0.067832,-0.594872,-0.223504,,,
-0.067832,-0.596336,-0.229360,,,
-0.068320,-0.598288,-0.231312,,,
-0.067344,-0.596336,-0.231800,,,
-0.071736,-0.593408,-0.233752,,,
